body,title
"El Metro de Quito tiene 22 kilómetros de extensión y permitirá conectar El Labrador (norte de Quito), con Quitumbe (en
          el sur) en solo 34 minutos. Al momento, ese trayecto en superficie y en transporte público toma no menos de dos horas.",
